label	text_a
1	b27要主动调戏啊男生被动就要换妳们主动了
0	混合偏油肌没有很喜欢这瓶，太油了
1	b15有点期待你们的音档或影档
1	挖乌这个胸部好大喔这从后面来ww感觉会很爽owo
1	先留言在看看嘿嘿
1	我是护理师❤️
1	B1妳好啊护士的好反差很大
0	护士????
0	我的牙齿越来越歪，所以被妈妈抓去矫正了
1	我都内车嘻嘻
0	B3没注意到，已更改????
1	未来有没有他不重要这两句真的贴切
0	@RNarumi:这个招牌错字只会让人不爽，完全不想消费
0	Hmm....(p-stare)
0	在台湾没有抽检举我有效力吗？
0	我遇过动机汁男我觉得不行
0	先不说错不错了为什么要把标题当内文用…………
1	提醒你不要太高调小心回来有心人检举你喔～
1	无码的要吗哈哈哈
0	当断不断必受其乱野必受其乱野
0	目前老婆没一个过决赛...(远目
0	b21好吧想摸摸??
1	B20没有哈哈哈哈哈
1	b19有限时图嘛？
0	三小==？
1	B17哈哈不拍就不会有事啦
1	媚点我觉得很棒
0	B16超怕很胆小的
0	开征之后钱会在哪
0	政府一定要有动作吓阻
0	讲的很好????我也是最近才想通虽然花了一段时间
0	这种设计在狭小空间很不方便吧
0	国国的单
1	根据希腊神话ㄋ懂ㄉ
0	当熊可以呀可是可以不要只抱跟看吗
1	爬文谢谢～
0	好难过那么小的孩子
0	B22想睡觉
0	本来就败了还在硬拗⋯⋯
0	可惜了，竞争力还是差了点，可以参考联想的进步决心。
0	已经违宪的东西还可以拿出来公投本身就很智障
1	初恋ㅠ
0	这是三小=“=行动代号孙中山？行动代号孙中山？
1	唯一女角担当捏当然要好看一点
0	新四大嘉台清交其他通通下去
1	WayNeWen我要买
1	尧跟班在教堂那幕真的感动
0	请问有不吸烟的男生吗^_^？
0	永远不会忘记在这个时候是民进党为同志尽心力。
1	2020一定支持民主进步党，它没有违背政党名字彰显的价值！
0	光他代言都超过他月薪不知道几倍了
1	🌈支持🌈
0	B3xvideo蛮多的????????????
1	哈哈哈我看不出来
1	转战推特了！
1	B1不知道耶B2内容应该很清楚吧哈哈
0	怎么认识
0	Hmm....(p-stare)
1	民进党已经提出微调版啰改文字但内容不变支持微调版!!!
1	这姐姐太猛了！还好阿姨很理性
1	B20a片看那种小只的火车便当超赞欸男生可以抱起来晃
1	防降噗～(p-crying)
1	B21学长我已毕业！！！
1	女友153我174只能说做起来真的很爽
1	B17学长还有机会吗？哈哈
1	B12妳负责录影看我们摇
0	你们蓝头自己摇????
0	B10呕呕呕
0	别说了，自己雏菊掰开坐上来摇
0	CPU波动蛮大记忆体倒是纹风不动
0	黄建闵........
0	嗯....十几年前就跟医生讨论过了
0	美国低智商就40%川粉，台湾是40%脑残发大财蓝蛆
1	支持！黄捷加油～
1	陈晓萱可惜了哈哈哈
1	霹雳5号好看啊！还有第二集
1	2020如果真出5门款，那才是最好的购买时机。
0	街上一堆双B跑来跑去，你骗我经济不好？
0	民进党干预司法真的太夸张了！真的需要下台！
0	既然都知道根本无用就不要谁又再那边鼓吹要实名了
0	我都凭直觉????????????
0	那就是裸双阿干
0	陈其迈也很干
0	原来是这样…我还以为只有我咧…
1	人权律师请到中国发声
1	RubyFan我很喜欢她耶
0	季后赛打
0	字母是谁？躲东区的咖。有乡民懂篮球？喇叭去西区没
1	保底东冠一走大家都快活起来了
0	妈妈已经有人开先河了吧黑山羊妈妈什么的
0	附上的应该是拿手把自虐的游戏
0	涂子萱
0	字母哥:（头发往后疏）东区现在由我统治
1	感谢各位热心人士的回覆,我再跟台哥大谈好了.
0	黄邹翔我害怕结局..
0	有点可惜想看今年的母哥打姆斯
1	露屌可以当没看到我也不知道该怎么面对你
1	给你好处这种行为跟乞丐有什么两样
0	本来就是大家不喜欢你不喜欢还要理由喔硬逼着要大家
0	草包中国科科
0	酸酸不同意
0	原来是自己被歧视就觉得歧视别人很正常啊
0	蓝甲不会+100000000000000
1	佩服
0	柯粪:美国挑衅
0	把东区打死,结果在西区被打死
1	你这样可以理解了484
0	对啊所以肥宅都被歧视
0	每次选举云林都有猪肉牛肉跟水利梗，事后也会说是误会。
1	推
1	推
1	你的小芳不是你的小芳
1	我米其林宝宝推荐给楼下参考
1	推
1	好
1	推
0	看到无脑恐同的崩溃就是爽!!!!
0	这水准真的差
1	不用安慰啊我猩猩我骄傲：）
0	15-25号室外不要晒被子，是因为下大雨....
1	推
1	推
0	耶稣死爽没！？
1	要过呀～
1	推
1	推
0	我最怕的就是虐完结局还不是认定的CP直接弃追
1	主播气宇非凡喔谢谢妳
1	好
1	辛苦了真的
1	推
0	中共术语...
1	楼上的宅宅大头贴一定也有人不喜欢
0	有什么关联就大家不支持啊
1	应该要强制规定，同婚的不能捐血
0	这什么垃圾言论果然跟你政治立场一样
0	就晕船惹
1	推
1	推
1	推
0	2楼的文会不会被水桶啊
1	推
0	不要吧怕你信心崩溃阿LBJ都快把东区打死了
0	得寸进尺啊每次同婚游行都有奇装异服大家不喜欢
1	推推
1	每个人都有追求属于自己幸福的权力支持世凯
0	没能力没懒党死好干
0	不爽老板就fire老板自己当很难吗？就想当寄生虫又
0	没关系女神最不缺的就是拥护者
0	亡国感好重，来打场亡国纪元压压惊吧
0	他还小直接打死算了
0	不虐是要看三小
0	离职找高薪啊但没种
0	所以我不是女神被讨厌了呜呜
0	被世(ㄗㄨㄛˋ)界(ㄓㄜˇ)的恶意虐一花别哭
0	自己当老板
1	24k找不到人可以试试看36k啊^_^
0	是不是误会什么？我怎么可能讨厌小爱女神
0	猩猩你竟然讨厌我我走
0	ㄆ初选过了?
0	但是同样地区的传产还在抱怨24k找不到人
0	你怎么推导出劳工不想要立法提高底薪?
0	异性鬼父崩溃了
1	有起伏才能撑的久
0	竹科许多厂商为了抢人三五年就结构性调薪不是新闻
1	只是看劳工愿不愿意都加入
1	等等柯再一句话..芒果又要洗起来了..不用急
1	产业完整的话老板确实会主动调薪
1	XDDD
1	因为美学要抠抠，贝聿铭R.I.P.
1	强制公布各公司行号的职薪
0	大家只是想一起聊聊天而已，换个话题聊
0	不加薪就离职啊
1	加油把中文学好好吗
0	每次看到这种吸仇恨的言论大家最好小心是不是在钓鱼
0	也是很神奇啦，他们可能要去看医生，竟然有你这种朋友。
0	去看医生啦，别来这为你身边的人丢脸，啊不过你会有朋友
0	150是要租给谁
1	妳有事？
0	第三者插入...我自己走
0	我讨厌米其林我比较爱冰淇淋
0	纯推不领
1	推
1	推
1	推
1	推
1	推
1	了解那这时间点买应该可以了
0	竹南暴雨狂打雷啊
1	我通常会骑车去绕一绕!
1	有钱就是要比品味不然直接比钱吗
1	都聚!!!碰到艳遇还可以拿来挡一次，以免无套得爱滋
0	很难了，各有各的生活了
1	好奇这些笔电可不可以自行加装记忆体?
0	农委会主委应该逃不了关系吧,要下台负责,
1	制作团队大喊,我们要发大财,
0	不管质询内容有没有水准,至少是出了名,
0	不会，以前就没什么兴趣了
0	小孩子要教不然长大了教不动带小孩也要分场所的
1	热情是一时的实力才是真的
0	感觉现在看新闻好像在看戏剧
1	会啊!偶尔去自助洗衣店时顺便会去附近的娃娃机玩玩
0	已经在选树葬、花葬或海葬了?
0	夹娃娃太浪费钱了吧⋯⋯现在都没再夹了穷
1	会呀，约到就会去，因为太开心
0	那就是裸双啊干
1	就是当初有个人被抓到之后随便掰的理由，后来也有人沿用而已
0	换电脑他们才有钱赚要不然一直不换他们赚什么
1	在很多人还没开始结婚之前还会偶尔聚聚
0	这档投信概念股每次头心都会连买一波
0	我也不懂抽烟哪里好,而且烟的价钱很贵又容易有口臭
1	会阿,就连零钱我也会先把旧的给别人
0	淘汰是正常的差别只是时间上的问题
1	屁精万岁
1	推小英
1	谢谢蔡英文，即使面对保守老人，还是推动同婚跟年改
1	推
0	噁
1	支持小英
1	加油
1	过了是很好，还是应该尊重公投一下
1	1万个留言挺大概50万个人美送
0	嘘文嘘到精神错乱了啦
1	物，但要懂得尊重别人人权
1	不会，这才是文明的表现，不用强迫喜欢自己不喜欢的事
1	REX辈份最小能怎样==
0	工三小?
0	同温层不到黄河心不死操
0	勇于承担台湾的历史永远不会忘记今天
0	加油吧...真的是豪赌
1	推
0	嘘文今天要崩溃很多次了
1	推
0	这跟847也差太多要黑也不是这样黑
1	不会我觉得你很有民主素养
0	长毛播的比较差吧你是不是搞错了?
0	越南就超级南部阿都叫越南了你以为是北部喔
0	建议有疑虑的反同人士快把儿童领养光光
0	问题绝对多到炸
0	死不了
0	别人的孩子死不完
1	你爸妈有你才......小
1	目投的吗？
0	独绿真的不简单原来跟我观念差那么多
0	恶公婆会叫你一直生，生出男的为止
0	所以公投到底是投怎样看不懂欸
1	水
0	帮高调嘘文的崩溃好可怜
1	开心
0	推啦气死亲中嘘文仔
0	柯p御用媒体放话了
1	滚去中国好吗?你们的理想天堂
1	啊结果你们赞成同婚的要不要开除党籍?
1	难得赞同中屎
0	党报先嘘
0	素质
0	高雄人都可以选出韩国瑜了没素质正常北部人就是有
0	国民党把东部的五份轨改成1067
1	1067变1455旁边的保护空间要多多少
0	七百多万票你知道有多少是看着手机群组传的讯息盲
0	反同也不会懒叫套袜子
0	伦常道德就像空气一样
0	没序号领了，烂公司
0	活动名称叫狼粉相挺，狼都倒了还给什么序号？
1	支持专法的就妳最做作
1	最强辣台妹
0	操你妈的挡实价登录2.0不敢打房搞这有的没的
1	推
0	五毛哭了
1	推
1	开心，笑死，没事去管别人干涉别人做啥
1	推
1	很爽啊
1	推个
1	好
1	推
1	还好吧我觉得今天REX不差啊
0	为引战而黑噁
1	不差啊
0	我是觉得三个人有点多有时听起来很杂乱
0	你想一下高雄人现在的市长是谁，再想想是谁投的票
1	台湾人日常
0	越南未开化阿宫三小
0	DPP不知道在蠢啥，操
0	公投票数，一定算错了
1	灵长有表示要跟你共度一生吗
1	推
1	推
1	效应我爱你
1	小英为了台湾人民做很多啊
1	支持阿
0	再啦干
1	支持英文哦
0	五毛嘘就推
0	党工吃屎
1	推仙女
1	好唷
0	公关公司礼拜五晚上还加班金抠连
1	推啊
1	有看到这新闻
1	推
1	推
1	推
1	推
1	爽
1	推
1	推
1	笑死那8个你先开除吧
0	高铁是标准轨啊之前普悠玛事件台铁也跳出来说考虑换轨
1	英粉啊红到变红卫兵
0	1124是被很多议题绑架来的，你把它专程拿出来单独
0	且网路族群也没稳挺同一半或64开
1	捡钻石真好赚
0	恶公婆哪会少子化
0	提释宪的人被骂干xx.被骂跟风
1	某A没人理真好笑
0	啊...啊...
0	他就有钱管他想怎么花干嘛==
0	靠北wwww你们到底wwwww
1	想买！！！！
1	[emo28]大家晚安！
1	真的还有人想买吗？一只17xx羊
0	可恶，好想要www
0	这是钱包吗wwww好想要ww
1	拍卖找看看~买故障的回来~试试A、B合体
0	....没有半身吗装个尾巴穿衣服真的有点弱靠脸撑场面
0	中天在台湾是比较红的之前猛捧韩大家都明白了吧
0	这些都是为了要炒新闻的吧这也太明显了
0	这世界真的是太复杂了，哀哀唉
0	希望义美的这些案件只是单纯的品质检验问题而非食安问题
1	黄小姐要得!说得好!也是我们想问韩市长的话。
0	现在的光追不太行,至少等下或下下代吧
1	不会1234567890
0	还是支持义美啦就是不想吃化工食品
1	机器人可以研究一下，谢谢
1	只要是真的的交往，部论年纪，都很祝福
1	大推!!非常棒的代买，大感谢~~~
1	大推!!非常棒的代买，大感谢~~~
1	看完这篇我默默地按下左键离开八卦版掰了各位
0	其迈又其迈了
1	不要君品矫正就矫正一直推荐植牙==
0	原po很悲愤欸，回一句帮忙不是义务就喷成这样
0	示范一下就开始自由活动，疯狂挑战学生找学生对战
0	校内喇舌超爽
0	B8现在不就是绿执政有战争了吗==
0	B5哈哈看你早上还没拿走
1	现如今，小女vs小女子，已经变成最低标了XDD
0	SOD我看也是凑不到人选啦
1	fj拼了快参选生死存亡在此一战～
1	边缘公司，很多公司根本没听过，AITC艾格也是
1	边缘公司，很多公司根本没听过，AITC艾格也是
0	怎么没有忍者5的开箱测试，大家都推无限5...
1	谢谢，看来海关果然很忙。
1	TEAM直达甜蜜点在卖,也太有诚意了~
0	快忍不住要下手了.
1	推！
1	推！
1	推！
1	推！
0	不管怎么说都是差别在风扇
1	黑对，大家一起去租一台，赚大钱
0	撑伞就好了吧穿雨衣或雨鞋很不方便
1	就看需求阿~走路撑伞骑车穿雨衣方便就好
1	下雨天我会撑伞穿具有防水的运动鞋
1	联名款除非很喜欢不然还是看商品的品质
1	除了幸运,还要有知识,不然还当它是石头.
1	如果人类也能活五百岁地球肯定爆炸
0	我都一起一颗一颗吞下去你怎么看
1	游泳也不错，游泳里的蒸汽室，静一静
0	名嘴这么多只要够会画虎烂都能当名嘴
0	我觉得可以改成韩市长版本的阿说不定台湾人素质会提升喔
0	真的是破坏市容的东西看到连东区都开了真的是无言了＠＠
1	看看夜游版吧有很多放空＋放松的好去处喔哈哈哈
0	应该不会娶了一只河东狮回家吧
1	我只要看到水族箱里的鱼儿在草缸悠游,我就可以暂时放空
0	雨衣雨鞋只有骑车才会穿平时都是鞋子喷防水喷雾配雨伞
1	我见过牙刷爬满蚂蚁的
1	嗯.出门滑了一交.小腿上有青苔是很合理的
0	代表当地经济不太好啦
0	一口吃下去先苦后甘啦
0	不怕拉肚子吗....隔天的我都不会喝
0	建议找三五好友打打球流流汗很适合卸除压力
1	应该是摩斯汉堡原因就~觉得比较好吃
0	B6了解～～
1	推藏头
0	我们的学生会会长❤
1	亲切又有效率的代买哦：）
1	亲切又有效率的代买哦：）
1	推！超有效率
1	推！超有效率
1	推！超有效率
1	推！超有效率
1	推嘉炫效率很高
1	水啦
0	维大力?
1	因为粉笔这种东西真的很没什么ㄟ一下雨就被冲掉ㄌ
1	我们的财力比较不雄厚，如果要的话64GB+Wifi加减用就好
1	Apple官网已经开卖啰！
0	7奈米的时候叫我14奈米继续蹲
0	现在只要懒得动就叫ubereats方便
0	传家之宝！但纹路有点噁心＠＠
1	谢谢您热心分享讯息股票愿意说明自己建议不多了
1	便当最方便了什么菜什么肉都有不用再烦恼要点什么小菜XD
1	不啰嗦一样是勇士拉我本人我是支持赛尔提克的XDDD
0	看公司附近热不热闹不然每天都还是订便当居多
1	真是难得,捡一万颗石头,未必能有一颗,会变寳石.
0	还好吧~总统出现在国军影片...常常都会有。
0	以前是，但现在没有了，做自己
0	骑机车到公司大概10~15分钟左右!!
1	哈!传统市场的独有特色
1	看完长知识了谢谢分享阿
0	含锅拉锯战真的要谁出来当领头有得拼了
0	看一些留言居然这样也能护航........脑子呢
1	郭台铭目前看起来比较可以让大家发大财而不是口号
0	段宜糠，你曲棍球到底要不要吞?
0	连公民与道德都做不好还需要念其他的吗？
1	所以建议结婚前先同居，这样还有后悔的机会
1	还好后时候没被父母丢掉XD
0	虎烂！要清洁环境要什么裸体家政妇花钱请来不是要看就是要玩
1	应该是勇士对上公鹿，精彩啊!
1	我平时午餐当然是吃便当啊，而且通常都是鸡排饭啦
1	骑车来回约40分钟觉得还在接受范围内
0	台湾的已经很久没在看了一直都是看国外片
0	目前是10分钟左右，以后不敢说。
0	被1~4F搞得
0	五楼肛门黑色素沉淀
1	5楼的屌又黑又短
0	五楼都用黑色的香蕉塞肛门
0	干干干干自删啦
0	干干干干自删啦
0	干干干干自删啦
0	干干干干自删啦
0	干干干干自删啦
0	干干干干自删啦
0	干干干干自删啦
0	干干干干自删啦
0	干干干干自删啦
0	干
0	干
0	干
0	干
0	干
0	干
0	干
0	干
1	四楼超爱五楼臭脚
1	四楼超爱五楼臭脚
1	四楼超爱五楼臭脚
1	四楼超爱五楼臭脚
1	四楼超爱五楼臭脚
1	四楼超爱五楼臭脚
0	以下推文没有出现卡通人物我就干死五楼
0	以下推文没有出现卡通人物我就干死五楼
0	以下推文没有出现卡通人物我就干死五楼
0	以下推文没有出现卡通人物我就干死五楼
0	以下推文没有出现卡通人物我就干死五楼
